,NAME OF COMPANY,SYMBOL,Sscore,address1,address2,ask,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bookValue,cagr,city,compensationAsOfEpochDate,country,currency,currentPrice,dayHigh,dayLow,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exchange,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,firstTradeDateEpochUtc,floatShares,gmtOffSetMilliseconds,grossMargins,grossProfits,industry,kendall,lastFiscalYearEnd,longBusinessSummary,longName,marketCap,market_cagr,maxAge,mostRecentQuarter,netIncomeToCommon,net_cagr,nextFiscalYearEnd,open,operatingMargins,payoutRatio,pearson,period,phone,previousClose,price,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quoteType,recommendationKey,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returns,revenueGrowth,revenuePerShare,sector,sharesOutstanding,sharp_ratio,shortName,spearman,std,symbol,timeZoneFullName,timeZoneShortName,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,trailingPE,trailingPegRatio,twoHundredDayAverage,underlyingSymbol,uuid,volitility,volume,website,zip
1216,Onward Technologies Limited,ONWARDTEC.NS,315358985.3760384,Sterling Centre,2nd Floor Dr. Annie Besant Road Worli,0.0,47757.0,165783.0,47757.0,0.936018,0.0,77.949,0.23180264646852056,Mumbai,1703980800.0,India,INR,566.5,579.95,562.05,9.62,8.0,8.025,326171008.0,0.069860004,37.612,2.628,12268057600.0,NSI,553.3,637.8,222.0,INR,1025495100.0,5937886.0,19800000.0,0.20863001,878378000.0,Information Technology Services,0.16803886667664197,1680220800.0,"Onward Technologies Limited provides mechanical engineering design and IT consulting services in India and internationally. The company provides digital transformation, embedded systems, engineering technology, data analytics, artificial intelligence, and machine learning; and data science, intelligent automation, digital manufacturing, smart factory, and digital twin services. It serves transportation and mobility, industrial equipment and heavy machinery, and healthcare and life sciences. The company was incorporated in 1991 and is based in Mumbai, India. Onward Technologies Limited is a subsidiary of Onward Network Technologies Private Limited.",Onward Technologies Limited,12696511488.0,0.0956230560312481,86400.0,1688083200.0,211552000.0,0.13617959043727246,1711843200.0,568.8,0.060089998,0.3229,0.23349985847681343,12.668493150684931,91 22 2492 6570,565.15,566.5,2.0,7.2675724,2.7194378,0.04531,EQUITY,none,579.95,562.05,568.8,565.15,57339.0,0.21311554553953888,0.277,209.456,Technology,22400300.0,0.024838238887437487,ONWARD TECHNO,0.24690335682976186,0.03404817117334414,ONWARDTEC.NS,Asia/Kolkata,IST,480492992.0,21.542,167263008.0,4668800000.0,0.0,0.0,9.31,60.84855,,392.5945,ONWARDTEC.NS,dab7a781-27e9-31fa-a52d-fd526e9d0394,8.580139135682723,57339.0,https://www.onwardgroup.com,400018
1217,Optiemus Infracom Limited,OPTIEMUS.NS,990782323.7557517,"D-348, Sector-63",,0.0,1140857.0,484173.0,1140857.0,0.439065,0.0,44.546,0.3562954620522141,Noida,1672444800.0,India,INR,360.25,372.15,347.95,30.812,0.862,0.886,379766240.0,0.03039,80.627,2.45,30619381760.0,NSI,239.532,378.75,160.3,INR,1502163900.0,16407309.0,19800000.0,0.12031,1849562000.0,Electronics & Computer Distribution,0.15113131814627706,1680220800.0,"Optiemus Infracom Limited engages in the trading of mobile handset and mobile accessories in India and internationally. It also manufactures mobile phones and tempered glass. In addition, the company offers personal security and safety devices under the OptiSafe brand name; BlackBerry handset devices; mobile devices under the Kult and ZEN brand names; mobile accessories under the Molife brand name; and tempered glass under the RhinoTech brand name. Further, it operates telecom retail chains; online hotel booking platform; and MadForNails, a personalized nail art platform. The company was formerly known as Akanksha Cellular Limited and changed its name to Optiemus Infracom Limited in June 2011. Optiemus Infracom Limited was incorporated in 1993 and is based in Noida, India.",Optiemus Infracom Limited,30930057216.0,0.1248852794912303,86400.0,1688083200.0,462900000.0,0.23141018256098378,1711843200.0,347.95,0.01868,0.27879998,0.19358170545148295,6.068493150684931,91 20 240 6450,346.4,360.25,2.0,8.087146,2.4751432,0.03704,EQUITY,none,372.15,347.95,347.95,346.4,1023821.0,0.31070190816307247,0.368,145.485,Technology,85857200.0,0.03203299356469421,OPTIEMUS INFRACOM,0.2231713200642015,0.038489817616393675,OPTIEMUS.NS,Asia/Kolkata,IST,180880992.0,2.107,1177703040.0,12496270336.0,0.0,0.0,5.73,62.870853,,242.99,OPTIEMUS.NS,351c2a01-8fb9-37a6-aef7-c26402dcc24b,9.699434039331207,1023821.0,https://www.optiemus.com,201307
1218,Orbit Exports Limited,ORBTEXP.NS,76398518.6097524,"122, Mistry Bhavan","2nd Floor Near K C College Dinshaw Wachha Road, Churchgate",0.0,9916.0,24730.0,9916.0,-0.134732,0.0,80.755,0.14102383466241175,Mumbai,1672444800.0,India,INR,165.65,166.85,158.75,14.768,0.068,0.052,573812480.0,0.28194,8.354,2.355,4793819136.0,NSI,181.469,199.6,114.05,INR,1383623100.0,4268111.0,19800000.0,0.65495,1285480000.0,Textile Manufacturing,0.15951832046921494,1680220800.0,"Orbit Exports Limited manufactures and sells novelty fabrics in India, the United States of America, Latin America, Africa, Europe, and the Far East. It operates through Manufacturing of Textile and Windmill Power Generation segments. The company offers faux silk fabrics, fashion Jaquards, and Christmas crafts. Orbit Exports Limited was incorporated in 1983 and is headquartered in Mumbai, India.",Orbit Exports Limited,4474935296.0,0.12265615112461492,86400.0,1688083200.0,350119008.0,0.01836768353779683,1711843200.0,162.85,0.20805,0.0,0.2541755131341046,9.827397260273973,91 22 6625 6262,162.9,165.64999389648438,2.0,2.0512662,2.1987014,0.17202999,EQUITY,buy,166.85,158.75,162.85,162.9,4019.0,0.13483911759970246,0.123,73.493,Consumer Cyclical,27014400.0,0.017072541513179548,ORBIT EXPORTS LTD,0.2348994475543724,0.0313413127786404,ORBTEXP.NS,Asia/Kolkata,IST,111776000.0,4.142,321728000.0,2035262976.0,0.0,0.0,12.47,13.28388,,156.1205,ORBTEXP.NS,a91cf505-e938-3130-bcee-3b045949c796,7.89801082021738,4019.0,https://www.orbitexports.com,400020
1219,Orchid Pharma Limited,ORCHPHARMA.NS,146142287.4758958,Orchid Towers,"No. 313, Valluvarkottam High Road Nungambakkam",0.0,32436.0,29992.0,32436.0,2.50842,0.0,168.719,0.049059918819781334,Chennai,1703980800.0,India,INR,555.45,568.95,545.0,48.115,,,992852992.0,0.13831,25.084,3.469,24904521728.0,NSI,548.808,634.8,303.35,INR,1025495100.0,10173896.0,19800000.0,0.38213003,,Drug Manufacturers—Specialty & Generic,0.22445290410601237,1680220800.0,"Orchid Pharma Limited, a pharmaceutical company, engages in the development, manufacture, and marketing of active pharmaceutical ingredients, bulk actives, finished dosage formulations, and nutraceuticals in India. Its active pharmaceutical ingredients product portfolio includes oral cephalosporins, injectable cephalosporins, veterinary products, and non-antibiotics. The company's multi-therapeutic presence in anti-infectives, anti-inflammatory, central nervous system, cardiovascular segment, nutraceuticals, and other oral and sterile products, as well as offers new drug discovery systems and pharmaceutical research and development services. It also exports its products to approximately 40 countries internationally. The company was formerly known as Orchid Chemicals & Pharmaceuticals Limited and changed its name to Orchid Pharma Limited in October 2015. Orchid Pharma Limited was incorporated in 1992 and is headquartered in Chennai, India. Orchid Pharma Limited operates as a subsidiary of Dhanuka Laboratories Limited.",Orchid Pharma Limited,28171925504.0,0.0956230560312481,86400.0,1688083200.0,775116032.0,-0.046563137211466765,1711843200.0,559.95,0.07329,0.0,0.2446936650101146,12.668493150684931,91 44 2821 1000,552.1,555.4500122070312,2.0,3.2921605,3.924593,0.09854,EQUITY,none,568.95,545.0,559.95,552.1,3773.0,0.04895969314999319,0.396,165.68,Healthcare,50719100.0,0.005187515047743035,Orchid Pharma Limited,0.3260318311009075,0.03745232444414512,ORCHPHARMA.NS,Asia/Kolkata,IST,266116992.0,6.52,3313456896.0,7178305024.0,0.0,0.0,18.21,30.502474,,432.74124,ORCHPHARMA.NS,663c5550-3305-3d97-af3b-fd947cc03845,9.43798575992457,3773.0,https://www.orchidpharma.com,600034
1220,Oricon Enterprises Limited,ORICONENT.NS,-35428505.19845541,"1076, Dr. E. Moses Road",Worli,0.0,99313.0,125934.0,99313.0,0.814488,0.0,64.406,-0.06983201566550279,Mumbai,1703980800.0,India,INR,25.1,25.45,24.55,8.586,-0.427,-0.427,354115744.0,0.06279,11.105,0.697,3932601600.0,NSI,23.868,38.5,15.15,INR,1437709500.0,35740920.0,19800000.0,0.2224,1942284000.0,Packaging & Containers,0.24338546965834956,1680220800.0,"Oricon Enterprises Limited, together with its subsidiaries, engages in the real estate, marine logistics, packaging, and petrochemicals businesses in India and internationally. The company operates through Marine Logistics, Packaging, Real Estate, and Petrochemicals segments. The Marine Logistics segment provides barges and ship hiring, as well as shore services. The Packaging segment offers intermediate skirt twist off and pry off crowns under the brand name HYCROWNS for the beverage and beer industry; roll on pilfer proof caps for pharmaceutical and liquor industry; and chamfered caps under TOPSEAL, GLOSEAL, NEEONSEAL, and TEXSEAL brands, as a means of protection against counterfeiting and adulteration. The segment also provides plastic closures for carbonated soft drinks, juices, and bottled water under the brand name BEVSEAL; PET preforms and Hy preforms for soft drinks and water applications; aluminum collapsible tubes under brand name HYTUBES for the pharma and cosmetic industry; and printed aluminum and TFS sheets. The Real Estate segment is involved in the development and sale of real estate properties. The Petrochemicals segment offers petrochemical products, such as mixed pentane and heptane for industrial applications. It also offers warehousing services and trades in alternate fuels. The company was formerly known as Oriental Containers Ltd. Oricon Enterprises Limited was incorporated in 1968 and is based in Mumbai, India.",Oricon Enterprises Limited,3946623744.0,0.10966011172685453,86400.0,1688083200.0,82823000.0,-0.17949212739235731,1711843200.0,25.0,0.0044299997,1.9231,0.3647781439937702,8.112328767123287,91 22 4366 2200,24.75,25.100000381469727,2.0,0.38971525,0.69977915,0.014989999,EQUITY,none,25.45,24.55,25.0,24.75,96030.0,-0.07391984918192965,-0.194,36.048,Consumer Cyclical,157048000.0,-0.008976914825568791,ORICON ENTERPRISES,0.3523978644474788,0.03267634154369301,ORICONENT.NS,Asia/Kolkata,IST,869390016.0,5.563,886963968.0,5639813120.0,0.5,0.02020202,0.52,48.269234,,23.4005,ORICONENT.NS,5692a30e-7ffe-34c4-9bf5-ea3af4416924,8.23443806901064,96030.0,https://www.oriconenterprises.com,400018
1221,Orient Abrasives Limited,ORIENTABRA.NS,53672846.04119291,,,0.0,55812.0,192904.0,55812.0,,0.0,,0.09780440056088424,,,,INR,34.3,35.5,34.05,,,,,,,,,NSI,32.232,42.85,22.0,INR,1134618300.0,,19800000.0,,1031915000.0,,0.17736830824173577,,,Orient Abrasives Limited,4264484608.0,0.0956230560312481,86400.0,,,0.0021813445296361422,,35.0,,,0.27228521765727176,12.668493150684931,,34.25,34.20000076293945,2.0,,,,EQUITY,none,35.5,34.05,35.0,34.25,41396.0,0.09535705690568945,,,,,0.012586010028153186,ORIENT CERATECH,0.2607379154749645,0.03006520880092978,ORIENTABRA.NS,Asia/Kolkata,IST,,,,,0.25,0.00729927,,30.353981,,28.387,ORIENTABRA.NS,89b86f8d-e915-355d-a66c-294746a5424a,7.576432617834304,41396.0,,
1222,Oriental Trimex Limited,ORIENTALTL.NS,-774221.4659051787,"26/25, Bazar Marg",Old Rajendra Nagar,0.0,76655.0,136590.0,76655.0,1.011509,0.0,79.614,-0.030797393232266268,New Delhi,1672444800.0,India,INR,7.3,7.5,7.25,9.467,,,-28106000.0,-0.39965,-6.919,2.765,194472992.0,NSI,6.527,16.45,5.15,INR,1173239100.0,7178050.0,19800000.0,-0.20716,,Building Products & Equipment,0.059272432153986816,1680220800.0,"Oriental Trimex Limited imports, processes, and trades in marble products in India. The company offers a range of marble, travertine, and onyx products. It is also involved in the mining and processing of granite. The company serves architects, corporates in the building and construction industry, hotels, hospitals, and shopping malls, as well as commercial, retail, and residential projects. Oriental Trimex Limited was incorporated in 1996 and is based in New Delhi, India.",Oriental Trimex Limited,214641168.0,0.0956230560312481,86400.0,1688083200.0,-21315000.0,-0.12642044926351437,1711843200.0,7.4,-0.60743,0.0,0.1067154018430892,12.668493150684931,91 11 4504 8612,7.4,7.300000190734863,2.0,0.09169242,3.052045,-0.30308,EQUITY,none,7.5,7.25,7.4,7.4,44770.0,-0.03197735084769937,-0.84,3.235,Industrials,29402900.0,-0.003607050190414444,ORIENTAL TRIMEX,0.08706065401997946,0.035179507546872386,ORIENTALTL.NS,Asia/Kolkata,IST,4937000.0,0.269,64660000.0,70327000.0,0.0,0.0,-1.0,,,7.1355,ORIENTALTL.NS,ef3bd708-227a-334d-94be-e5cc57b76f24,8.865235901811841,44770.0,https://www.orientaltrimex.com,110060
1223,Orient Bell Limited,ORIENTBELL.NS,115789602.07885154,Iris House,"16, Business Centre Nangal Raya, DDA Complex",0.0,13789.0,12154.0,13789.0,0.759986,0.0,214.151,0.16276569120434803,New Delhi,1703980800.0,India,INR,453.1,475.0,448.0,2.792,,,373316512.0,0.053740002,18.505,0.994,6908215808.0,NSI,498.66,689.8,448.0,INR,1171424700.0,4776824.0,19800000.0,0.59011,4228881000.0,Building Products & Equipment,0.19614492070845482,1680220800.0,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",Orient Bell Limited,6581458944.0,0.0956230560312481,86400.0,1688083200.0,141792000.0,0.06714263517309993,1711843200.0,471.2,0.02664,0.1037,0.29947932017338036,12.668493150684931,91 11 4711 9100,471.0,453.1000061035156,2.0,2.1157968,0.94738966,0.02041,EQUITY,none,475.0,448.0,471.2,471.0,62545.0,0.15410609074442597,-0.067,479.691,Industrials,14487100.0,0.01759330310559961,ORIENT BELL LTD,0.2881317645625171,0.03475936851983386,ORIENTBELL.NS,Asia/Kolkata,IST,32257000.0,2.227,86637000.0,6946939904.0,0.0,0.0,9.6,47.197914,,524.0175,ORIENTBELL.NS,88bdab1c-ee21-3895-93bc-83dc50a26d38,8.759360866998133,62545.0,https://www.orientbell.com,110046
1224,Orient Cement Limited,ORIENTCEM.NS,878335172.5912209,Birla Tower,"3rd Floor 25, Barakhamba Road",0.0,1510233.0,1340834.0,1510233.0,0.581245,0.0,78.279,0.1508948431541215,New Delhi,1703980800.0,India,INR,199.85,201.95,192.5,24.837,-0.011,-0.01,3649501184.0,0.1197,12.12,1.451,44231770112.0,NSI,159.525,201.95,104.6,INR,1373600700.0,122157096.0,19800000.0,0.52866,,Building Materials,0.2380467148675616,1680220800.0,"Orient Cement Limited manufactures and sells cement in India. The company offers pozzolana and ordinary Portland cement under the Birla.A1 brand. Its products are used in residential, commercial, infrastructure, industrial, and community projects. The company was founded in 1979 and is based in New Delhi, India.",Orient Cement Limited,41025011712.0,0.1240843300945762,86400.0,1688083200.0,1224315008.0,0.026810513059545293,1711843200.0,193.0,0.072459996,0.3769,0.4087328415480451,10.145205479452056,91 11 4209 2100,192.9,199.85000610351562,2.0,2.5530474,1.3456187,0.040159997,EQUITY,hold,201.95,192.5,193.0,192.9,2423508.0,0.143721122489751,0.156,148.791,Basic Materials,204868992.0,0.02140974824717244,ORIENT CEMENT LTD,0.3480982949403988,0.02663842227650625,ORIENTCEM.NS,Asia/Kolkata,IST,694377984.0,3.389,3983124992.0,30487842816.0,0.0,0.0,5.98,33.419735,,133.4065,ORIENTCEM.NS,deb08375-08fe-3c22-9bc3-dc3a08bcb336,6.7128824136795755,2423508.0,https://orientcement.com,110001
1225,Orient Electric Limited,ORIENTELEC.NS,920571984.3318988,"240, Okhla Industrial Estate Phase - III",1st Floor Okhla,0.0,217516.0,389825.0,217516.0,0.109343,0.0,27.476,0.11137962582443262,New Delhi,1703980800.0,India,INR,235.7,240.0,233.0,16.634,0.034,0.039,1292850048.0,0.04947,38.28,1.894,49489661952.0,NSI,238.481,291.0,215.65,INR,1526269500.0,126503154.0,19800000.0,0.28489,7009900000.0,"Furnishings, Fixtures & Appliances",0.15258565694972281,1680220800.0,"Orient Electric Limited manufactures, purchases, and sells electrical consumer durables, and lighting and switchgear products in India. The company operates in two segments, Electrical Consumer Durables, and Lighting and Switchgear. It offers ceiling, portable, airflow, ceiling, wall, lifestyle, pedestal, table, exhaust, and multi-utility fans, as well as related components and accessories; and home appliances, such as air coolers, room and water heaters, oil filled radiators, heat convectors, dry irons, mixer grinders, juicer mixer grinders, wet grinders, electric kettles and rice cookers, induction cooktops, electric choppers and toasters, and electric hand mixers; and health appliances. The company also provides lighting products comprising LED bulbs and luminaires, LED lamps and tubes, professional lighting products, CFLs, fluorescent tube lights, incandescent lamps, and conventional fittings; and switchgears, including miniature and residual current circuit breakers, distribution boards, isolators, and modular switches and plates, as well as wiring accessories. It exports its products to approximately 26 countries. The company sells its products through a sales/distribution network, as well as online. It also franchises smart shops. Orient Electric Limited was incorporated in 2016 and is headquartered in New Delhi, India.",Orient Electric Limited,50290364416.0,0.12170940128287122,86400.0,1688083200.0,765900032.0,-0.010329775458438606,1711843200.0,239.0,0.03895,0.5571,0.3242863814343778,5.304109589041096,91 11 4050 7000,238.9,235.6999969482422,2.0,8.578396,1.9244965,0.02931,EQUITY,none,240.0,233.0,239.0,238.9,240142.0,0.10758505675820558,0.135,122.756,Consumer Cyclical,213366000.0,0.018305136481353804,ORIENT ELECTRIC LT,0.2234227691423699,0.023322679338690373,ORIENTELEC.NS,Asia/Kolkata,IST,1636400000.0,7.69,972499968.0,26131699712.0,0.0,0.0,3.58,65.83799,,250.55675,ORIENTELEC.NS,6887db6a-60ac-3f3f-b4e0-a7e95e39d586,5.877315193349974,240142.0,https://www.orientelectric.com,110020
1226,Oriental Hotels Limited,ORIENTHOT.NS,202720079.37337342,Paramount Plaza,III Floor No. 47 Mahatma Gandhi Road Nungambakkam,0.0,965607.0,567704.0,965607.0,0.445836,0.0,30.18,0.09075693516598271,Chennai,1703980800.0,India,INR,88.7,91.25,86.75,39.83,-0.268,-0.257,1123277696.0,0.27867,15.406,4.293,17305118720.0,NSI,86.789,98.0,63.0,INR,1025495100.0,56265886.0,19800000.0,0.65101,2741200000.0,Lodging,0.15206351827011458,1680220800.0,"Oriental Hotels Limited owns, operates, and manages hotels and resorts in India. The company's hotel portfolio includes the Taj Coromandel, Chennai; Taj Fisherman's Cove Resort & Spa, Chennai; Taj Malabar Resort & Spa, Cochin; Vivanta, Coimbatore; The Gateway Hotel, Pasumalai, Madurai; Gateway, Coonoor; and The Gateway Hotel, Old Port Road, Mangalore. It provides accommodation, restaurant, mobile and other food, and catering services. Oriental Hotels Limited was incorporated in 1970 and is based in Chennai, India.",Oriental Hotels Limited,15856278528.0,0.0956230560312481,86400.0,1688083200.0,517123008.0,-0.004866120865265389,1711843200.0,86.95,0.22754999,0.0,0.22926468825050444,12.668493150684931,91 44 6617 2828,88.4,88.69999694824219,2.0,2.9390323,3.9337618,0.12829,EQUITY,buy,91.25,86.75,86.95,88.4,1363947.0,0.08880405426391738,0.028,22.483,Consumer Cyclical,178599008.0,0.01278484601638384,ORIENTAL HOTELS,0.22507713124548248,0.027563651551081054,ORIENTHOT.NS,Asia/Kolkata,IST,397776992.0,2.227,2146907008.0,4030818048.0,0.0,0.0,2.89,30.69204,,81.9775,ORIENTHOT.NS,c2e69017-05a1-3c63-ac1e-e2d788446833,6.946040190872425,1363947.0,https://www.orientalhotels.co.in,600034
1227,Orient Press Limited,ORIENTLTD.NS,318537.1555385068,Lotus Corporate Park,"11th Floor, G Wing, 1101, 1102 Off. Western Express Highway Goregaon (East)",0.0,284727.0,59028.0,284727.0,0.611374,0.0,69.399,0.002961335700951917,Mumbai,1672444800.0,India,INR,92.8,95.0,91.2,100.343,,,59555248.0,0.03466,26.854,0.931,1599269632.0,NSI,68.449,96.9,54.25,INR,1025495100.0,2271005.0,19800000.0,0.29726,,Packaging & Containers,0.05993873625160671,1680220800.0,"Orient Press Limited provides printing and packaging solutions in India and internationally. It operates in three segments: Printing, Flexible Packaging, and Paper Board Packaging. The company engages in the commercial printing of capital market stationery, textbooks, IPO/FPO application forms, annual reports, computer stationery, puzzles, jigsaw books, etc.; and security printing of MICR cheques, dividend warrants, shares and bond certificates, railway tickets and coupons, recharge vouchers, scratch cards, smart cards, holograms, notebooks, etc. It also offers packaging materials comprising bags, pouches, shrink films, tubes, sleeves, carded packaging's, zip locks, and flexible packaging materials of multi-layer film laminates. In addition, the company provides paper board packaging materials comprising paper board mono cartons, linear cartons, display cartons, rigid boxes, outer corrugated boxes, and pharmaceutical box to food/pharmaceutical, cosmetic, engineering, FMCG, alcoholic beverage, and agrochemical industries. Orient Press Limited was founded in 1980 and is based in Mumbai, India.",Orient Press Limited,928000000.0,0.0956230560312481,86400.0,1688083200.0,-28295000.0,-0.09266172033029618,1711843200.0,93.9,0.0116799995,0.0,0.09885585531200992,12.668493150684931,91 22 4297 7310,91.0,92.80000305175781,2.0,1.337195,0.5401042,-0.01647,EQUITY,none,95.0,91.2,93.9,91.0,66088.0,0.003022726866050652,0.002,172.332,Consumer Cyclical,10000000.0,0.0003432512451923565,ORIENT PRESS LTD,0.08857150799306164,0.03494509648299008,ORIENTLTD.NS,Asia/Kolkata,IST,24258000.0,2.434,694136000.0,1718187008.0,0.0,0.0,-2.81,,,63.15525,ORIENTLTD.NS,d8803013-134a-328e-852a-3d1f7732ac5a,8.8061643137135,66088.0,https://www.orientpressltd.com,400063
1228,Orient Paper & Industries Limited,ORIENTPPR.NS,110680844.2357387,Birla Building,"9th Floor 9/1, R. N. Mukherjee Road",0.0,3565882.0,2077862.0,3565882.0,0.362897,0.0,71.422,0.11625675885901199,Kolkata,1703980800.0,India,INR,49.35,49.95,48.3,18.085,12.818,13.409,2063676800.0,0.21166,6.373,1.349,13151964160.0,NSI,43.778,53.75,28.65,INR,1025495100.0,123163075.0,19800000.0,0.44437,3772868000.0,Paper & Paper Products,0.21436091421316644,1680220800.0,"Orient Paper & Industries Limited manufactures and sells paper and other products in India. It offers writing and printing grade, and tissue papers; caustic soda; and other chemicals, including CS flakes, CS lye, hydrochloric acid, liquified chlorine, and bleaching powder. The company also exports its products to Africa, the Middle East, Bangladesh, Sri Lanka, and Nepal. Orient Paper & Industries Limited was incorporated in 1936 and is based in Kolkata, India.",Orient Paper & Industries Limited,10477745152.0,0.0956230560312481,86400.0,1688083200.0,1291968000.0,0.02063370282776389,1711843200.0,49.35,0.17968,0.041100003,0.22632910811414989,12.668493150684931,91 33 4082 3700,49.2,49.349998474121094,2.0,0.69096357,1.074625,0.13251,EQUITY,buy,49.95,48.3,49.35,49.2,2218495.0,0.11239106280199133,0.152,45.485,Basic Materials,212186000.0,0.010563422055995688,ORIENT PAPER & IND,0.3152698059615652,0.04222081429636149,ORIENTPPR.NS,Asia/Kolkata,IST,28395000.0,0.134,2740832000.0,9750140928.0,0.0,0.0,6.09,8.103448,,41.51175,ORIENTPPR.NS,565c22d7-afac-3a96-a166-7568fe9965fa,10.639645202683097,2218495.0,https://www.orientpaperindia.com,700001
1229,The Orissa Minerals Development Company Limited,ORISSAMINE.NS,-73422098.80594464,SAIL Office,"Ground Floor Plot-271, Bidyut Marg Unit-IV, Shastrinagar, Khordha",0.0,35082.0,49771.0,35082.0,1.042654,0.0,-21.179,-0.02128439267844895,Bhubaneswar,1672444800.0,India,INR,4528.95,4723.9,4501.0,,,,-226154752.0,-0.96375,-127.306,122.691,28790788096.0,NSI,4041.039,4840.0,2295.0,INR,1285731900.0,2799517.0,19800000.0,1.0191799,360282000.0,Other Industrial Metals & Mining,0.27660880503976853,1680220800.0,"The Orissa Minerals Development Company Limited mines and markets iron ore and manganese ore in India. It also produces and sells sponge iron. The Orissa Minerals Development Company Limited was incorporated in 1918 and is headquartered in Bhubaneswar, India. The Orissa Minerals Development Company Limited is a subsidiary of Eastern Investments Limited.",The Orissa Minerals Development Company Limited,27199834112.0,0.0956230560312481,86400.0,1688083200.0,-295420000.0,-0.11690744870969705,1711843200.0,4633.0,-0.91947997,0.0,0.32652334666600186,12.668493150684931,91 67 4239 1595,4628.25,4528.9501953125,2.0,,115.91119,-1.25892,EQUITY,none,4723.9,4501.0,4633.0,4628.25,18418.0,-0.02198563970290206,-0.78,39.107,Basic Materials,6000000.0,-0.002699358330775714,ORISSA MINERALS DE,0.3988160431549765,0.032320496690252914,ORISSAMINE.NS,Asia/Kolkata,IST,796808000.0,132.828,1823682048.0,234660992.0,0.0,0.0,-27.31,,,3075.509,ORISSAMINE.NS,c9f79e81-b1b4-3e53-bc07-cbe22037cde4,8.144765165943735,18418.0,https://www.birdgroup.co.in/omdc,751001
1230,Ortel Communications Limited,ORTEL.NS,-1886205.3003447661,"B-7/122A, Safdarjung Enclave",,0.0,8942.0,10354.0,8942.0,1.014556,0.0,-23.433,-0.45881120033000966,New Delhi,1640908800.0,India,INR,0.9,0.95,0.9,,,,33459750.0,0.05553,52.066,2.891,1742112768.0,NSI,0.945,1.5,0.75,INR,1426736700.0,9980518.0,19800000.0,0.51543,374950000.0,Entertainment,0.04724104958085744,1617148800.0,"Ortel Communications Limited, a regional cable television service provider, engages in the distribution of digital and analog cable television, high speed broadband, and voice over Internet protocol services. It operates through Cable TV, Broadband Service, Infrastructure Leasing, and Others segments. The company offers digital cable television services; and other value-added services, such as high definition (HD), near video on demand, and gaming and local content services. It also provides broadband services that enable home subscribers to access the broadband services by using DOCSIS technology; and corporate subscribers to access high-speed Internet by using fiber to their premises. In addition, the company engages in leasing fiber infrastructure for telecommunication and Internet companies; and the provision of signal up linking services. It serves customers located in the states of Odisha, Chhattisgarh, Madhya Pradesh, Andhra Pradesh, Telangana, and West Bengal, India. The company was incorporated in 1995 and is headquartered in New Delhi, India.",Ortel Communications Limited,29679210.0,0.10327307648019923,86400.0,1625011200.0,-288100000.0,-0.5620842768102089,1648684800.0,0.95,-0.48573002,0.0,0.06106015205180971,8.46027397260274,91 11 4309 2900,0.95,0.8999999761581421,4.0,,0.049251925,-0.47809,EQUITY,strong_buy,0.95,0.9,0.95,0.95,810.0,-0.6272226747621992,-0.424,18.246,Communication Services,32976900.0,-0.06355308312939482,ORTEL COMMUNICATIO,0.06860871290095717,0.03916377845959691,ORTEL.NS,Asia/Kolkata,IST,40700000.0,1.233,1753100032.0,602600000.0,0.0,0.0,-6.66,,,1.0525,ORTEL.NS,305c5aae-233a-33d4-b769-a5957a1a8119,9.869272171818421,810.0,https://www.ortelcom.com,110029
